Precursor Neutral Formula,Area,Product Mz,Replicate
C12H20Cl6,4729464320,410.936104,Cal_B_3_RA8_01_3347
C12H20Cl6,1407728384,410.936104,Cal_C_1_RB1_01_3348
C12H20Cl6,3162225920,410.936104,Cal_C_2_RB2_01_3349
C12H20Cl6,4541617664,410.936104,Cal_C_3_RB3_01_3350
C12H20Cl6,693739136,410.936104,Lard-B_RC3_01_3321
C12H20Cl6,448919008,410.936104,Lard-D_RC4_01_3322
C12H20Cl6,314029504,410.936104,pork-1_RB8_01_3318
C12H20Cl6,295219104,410.936104,pork-2_RC1_01_3319
C12H20Cl6,365767840,410.936104,pork-3_RC2_01_3320
C12H20Cl6,159036464,412.933202,Blank_procedure_RB7_01_3317
C12H20Cl6,694478592,412.933202,Cal_A_1_RA3_01_3342
C12H20Cl6,2373471488,412.933202,Cal_A_2_RA4_01_3343
C12H20Cl6,3997750528,412.933202,Cal_A_3_RA5_01_3344
C12H20Cl6,1369405952,412.933202,Cal_B_1_RA6_01_3345
C12H20Cl6,2984306432,412.933202,Cal_B_2_RA7_01_3346
C12H20Cl6,4623501824,412.933202,Cal_B_3_RA8_01_3347
C12H20Cl6,1394035968,412.933202,Cal_C_1_RB1_01_3348
C12H20Cl6,3110651648,412.933202,Cal_C_2_RB2_01_3349
C12H20Cl6,4481834496,412.933202,Cal_C_3_RB3_01_3350
C12H20Cl6,663424576,412.933202,Lard-B_RC3_01_3321
C12H20Cl6,429138240,412.933202,Lard-D_RC4_01_3322
C12H20Cl6,304828576,412.933202,pork-1_RB8_01_3318
C12H20Cl6,285185024,412.933202,pork-2_RC1_01_3319
C12H20Cl6,352806144,412.933202,pork-3_RC2_01_3320
C12H20Cl6,83658144,414.930318,Blank_procedure_RB7_01_3317
C12H20Cl6,370951744,414.930318,Cal_A_1_RA3_01_3342
C12H20Cl6,1266736768,414.930318,Cal_A_2_RA4_01_3343
C12H20Cl6,2157515264,414.930318,Cal_A_3_RA5_01_3344
C12H20Cl6,728270016,414.930318,Cal_B_1_RA6_01_3345
C12H20Cl6,1611936512,414.930318,Cal_B_2_RA7_01_3346
C12H20Cl6,2473919488,414.930318,Cal_B_3_RA8_01_3347
C12H20Cl6,745137216,414.930318,Cal_C_1_RB1_01_3348
C12H20Cl6,1670373376,414.930318,Cal_C_2_RB2_01_3349
C12H20Cl6,2413186048,414.930318,Cal_C_3_RB3_01_3350
C12H20Cl6,347714496,414.930318,Lard-B_RC3_01_3321
C12H20Cl6,224010704,414.930318,Lard-D_RC4_01_3322
C12H20Cl6,158805104,414.930318,pork-1_RB8_01_3318
C12H20Cl6,148075920,414.930318,pork-2_RC1_01_3319
C12H20Cl6,184117680,414.930318,pork-3_RC2_01_3320
C12H19Cl7,129546864,444.897127,Blank_procedure_RB7_01_3317
C12H19Cl7,324552576,444.897127,Cal_A_1_RA3_01_3342
C12H19Cl7,1143872640,444.897127,Cal_A_2_RA4_01_3343
C12H19Cl7,2138065664,444.897127,Cal_A_3_RA5_01_3344
C12H19Cl7,944615232,444.897127,Cal_B_1_RA6_01_3345
C12H19Cl7,2229142272,444.897127,Cal_B_2_RA7_01_3346
C12H19Cl7,3399545088,444.897127,Cal_B_3_RA8_01_3347
C12H19Cl7,1302647296,444.897127,Cal_C_1_RB1_01_3348
C12H19Cl7,2062573696,444.897127,Cal_C_2_RB2_01_3349
C12H19Cl7,4516045824,444.897127,Cal_C_3_RB3_01_3350
C12H19Cl7,766318912,444.897127,Lard-B_RC3_01_3321
C12H19Cl7,470752736,444.897127,Lard-D_RC4_01_3322
C12H19Cl7,184873008,444.897127,pork-1_RB8_01_3318
C12H19Cl7,147205248,444.897127,pork-2_RC1_01_3319
C12H19Cl7,175549680,444.897127,pork-3_RC2_01_3320
C12H19Cl7,149460336,446.894217,Blank_procedure_RB7_01_3317
C12H19Cl7,367154112,446.894217,Cal_A_1_RA3_01_3342
C12H19Cl7,1295912320,446.894217,Cal_A_2_RA4_01_3343
C12H19Cl7,2406701568,446.894217,Cal_A_3_RA5_01_3344
C12H19Cl7,1064511552,446.894217,Cal_B_1_RA6_01_3345
C12H19Cl7,2528026112,446.894217,Cal_B_2_RA7_01_3346
C12H19Cl7,3828082944,446.894217,Cal_B_3_RA8_01_3347
C12H19Cl7,1485838080,446.894217,Cal_C_1_RB1_01_3348
C12H19Cl7,2315365376,446.894217,Cal_C_2_RB2_01_3349
C12H19Cl7,5089375744,446.894217,Cal_C_3_RB3_01_3350
C12H19Cl7,857145792,446.894217,Lard-B_RC3_01_3321
C12H19Cl7,527506880,446.894217,Lard-D_RC4_01_3322
C12H19Cl7,210042128,446.894217,pork-1_RB8_01_3318
C12H19Cl7,167561248,446.894217,pork-2_RC1_01_3319
C12H19Cl7,197360496,446.894217,pork-3_RC2_01_3320
C12H19Cl7,92340800,448.891321,Blank_procedure_RB7_01_3317
C12H19Cl7,234505264,448.891321,Cal_A_1_RA3_01_3342
C12H19Cl7,826497792,448.891321,Cal_A_2_RA4_01_3343
C12H19Cl7,1519276800,448.891321,Cal_A_3_RA5_01_3344
C12H19Cl7,675728320,448.891321,Cal_B_1_RA6_01_3345
C12H19Cl7,1607661440,448.891321,Cal_B_2_RA7_01_3346
C12H19Cl7,2436898048,448.891321,Cal_B_3_RA8_01_3347
C12H19Cl7,933353344,448.891321,Cal_C_1_RB1_01_3348
C12H19Cl7,1492649088,448.891321,Cal_C_2_RB2_01_3349
C12H19Cl7,3253050624,448.891321,Cal_C_3_RB3_01_3350
C12H19Cl7,537394240,448.891321,Lard-B_RC3_01_3321
C12H19Cl7,332039520,448.891321,Lard-D_RC4_01_3322
C12H19Cl7,131043352,448.891321,pork-1_RB8_01_3318
C12H19Cl7,105989848,448.891321,pork-2_RC1_01_3319
C12H19Cl7,125995288,448.891321,pork-3_RC2_01_3320
C12H18Cl8,63492424,478.858151,Blank_procedure_RB7_01_3317
C12H18Cl8,61982216,478.858151,Cal_A_1_RA3_01_3342
C12H18Cl8,231218672,478.858151,Cal_A_2_RA4_01_3343
C12H18Cl8,450008928,478.858151,Cal_A_3_RA5_01_3344
C12H18Cl8,244267616,478.858151,Cal_B_1_RA6_01_3345
C12H18Cl8,616475968,478.858151,Cal_B_2_RA7_01_3346
C12H18Cl8,944016576,478.858151,Cal_B_3_RA8_01_3347
C12H18Cl8,472540800,478.858151,Cal_C_1_RB1_01_3348
C12H18Cl8,1260340352,478.858151,Cal_C_2_RB2_01_3349
C12H18Cl8,1832079360,478.858151,Cal_C_3_RB3_01_3350
C12H18Cl8,306253824,478.858151,Lard-B_RC3_01_3321
C12H18Cl8,200241088,478.858151,Lard-D_RC4_01_3322
C12H18Cl8,73130088,478.858151,pork-1_RB8_01_3318
C12H18Cl8,49773424,478.858151,pork-2_RC1_01_3319
C12H18Cl8,95631976,478.858151,pork-3_RC2_01_3320
C12H18Cl8,86485856,480.855236,Blank_procedure_RB7_01_3317
C12H18Cl8,79878624,480.855236,Cal_A_1_RA3_01_3342
C12H18Cl8,293924512,480.855236,Cal_A_2_RA4_01_3343
C12H18Cl8,579184576,480.855236,Cal_A_3_RA5_01_3344
C12H18Cl8,315968736,480.855236,Cal_B_1_RA6_01_3345
C12H18Cl8,808531264,480.855236,Cal_B_2_RA7_01_3346
C12H18Cl8,1240170624,480.855236,Cal_B_3_RA8_01_3347
C12H18Cl8,608819328,480.855236,Cal_C_1_RB1_01_3348
C12H18Cl8,1649091328,480.855236,Cal_C_2_RB2_01_3349
C12H18Cl8,2414094848,480.855236,Cal_C_3_RB3_01_3350
C12H18Cl8,390365408,480.855236,Lard-B_RC3_01_3321
C12H18Cl8,254174384,480.855236,Lard-D_RC4_01_3322
C12H18Cl8,98287632,480.855236,pork-1_RB8_01_3318
C12H18Cl8,65957528,480.855236,pork-2_RC1_01_3319
C12H18Cl8,123126408,480.855236,pork-3_RC2_01_3320
C12H18Cl8,60032244,482.85233,Blank_procedure_RB7_01_3317
C12H18Cl8,58225812,482.85233,Cal_A_1_RA3_01_3342
C12H18Cl8,221156528,482.85233,Cal_A_2_RA4_01_3343
C12H18Cl8,437240576,482.85233,Cal_A_3_RA5_01_3344
C12H18Cl8,237199376,482.85233,Cal_B_1_RA6_01_3345
C12H18Cl8,612072960,482.85233,Cal_B_2_RA7_01_3346
C12H18Cl8,935685504,482.85233,Cal_B_3_RA8_01_3347
C12H18Cl8,452159680,482.85233,Cal_C_1_RB1_01_3348
C12H18Cl8,1236082560,482.85233,Cal_C_2_RB2_01_3349
C12H18Cl8,1816922880,482.85233,Cal_C_3_RB3_01_3350
C12H18Cl8,287664128,482.85233,Lard-B_RC3_01_3321
C12H18Cl8,188060768,482.85233,Lard-D_RC4_01_3322
C12H18Cl8,70853888,482.85233,pork-1_RB8_01_3318
C12H18Cl8,47288328,482.85233,pork-2_RC1_01_3319
C12H18Cl8,91672064,482.85233,pork-3_RC2_01_3320
C12H17Cl9,15973983,512.819176,Blank_procedure_RB7_01_3317
C12H17Cl9,1781134,512.819176,Cal_A_1_RA3_01_3342
C12H17Cl9,27474904,512.819176,Cal_A_2_RA4_01_3343
C12H17Cl9,55471304,512.819176,Cal_A_3_RA5_01_3344
C12H17Cl9,32151910,512.819176,Cal_B_1_RA6_01_3345
C12H17Cl9,85306648,512.819176,Cal_B_2_RA7_01_3346
C12H17Cl9,121431248,512.819176,Cal_B_3_RA8_01_3347
C12H17Cl9,83335808,512.819176,Cal_C_1_RB1_01_3348
C12H17Cl9,224071408,512.819176,Cal_C_2_RB2_01_3349
C12H17Cl9,313405248,512.819176,Cal_C_3_RB3_01_3350
C12H17Cl9,63368592,512.819176,Lard-B_RC3_01_3321
C12H17Cl9,46005016,512.819176,Lard-D_RC4_01_3322
C12H17Cl9,18008724,512.819176,pork-1_RB8_01_3318
C12H17Cl9,9289941,512.819176,pork-2_RC1_01_3319
C12H17Cl9,22780234,512.819176,pork-3_RC2_01_3320
C12H17Cl9,27929536,514.816257,Blank_procedure_RB7_01_3317
C12H17Cl9,6979666,514.816257,Cal_A_1_RA3_01_3342
C12H17Cl9,42805808,514.816257,Cal_A_2_RA4_01_3343
C12H17Cl9,82626704,514.816257,Cal_A_3_RA5_01_3344
C12H17Cl9,49140692,514.816257,Cal_B_1_RA6_01_3345
C12H17Cl9,127830248,514.816257,Cal_B_2_RA7_01_3346
C12H17Cl9,187708656,514.816257,Cal_B_3_RA8_01_3347
C12H17Cl9,120796184,514.816257,Cal_C_1_RB1_01_3348
C12H17Cl9,341007328,514.816257,Cal_C_2_RB2_01_3349
C12H17Cl9,491486368,514.816257,Cal_C_3_RB3_01_3350
C12H17Cl9,91680160,514.816257,Lard-B_RC3_01_3321
C12H17Cl9,69298368,514.816257,Lard-D_RC4_01_3322
C12H17Cl9,28693390,514.816257,pork-1_RB8_01_3318
C12H17Cl9,16833162,514.816257,pork-2_RC1_01_3319
C12H17Cl9,33963764,514.816257,pork-3_RC2_01_3320
C12H17Cl9,22674520,516.813344,Blank_procedure_RB7_01_3317
C12H17Cl9,4495643,516.813344,Cal_A_1_RA3_01_3342
C12H17Cl9,35456176,516.813344,Cal_A_2_RA4_01_3343
C12H17Cl9,70253296,516.813344,Cal_A_3_RA5_01_3344
C12H17Cl9,39848832,516.813344,Cal_B_1_RA6_01_3345
C12H17Cl9,107721432,516.813344,Cal_B_2_RA7_01_3346
C12H17Cl9,155188880,516.813344,Cal_B_3_RA8_01_3347
C12H17Cl9,101018736,516.813344,Cal_C_1_RB1_01_3348
C12H17Cl9,283520864,516.813344,Cal_C_2_RB2_01_3349
C12H17Cl9,407845760,516.813344,Cal_C_3_RB3_01_3350
C12H17Cl9,77866008,516.813344,Lard-B_RC3_01_3321
C12H17Cl9,57395320,516.813344,Lard-D_RC4_01_3322
C12H17Cl9,22986348,516.813344,pork-1_RB8_01_3318
C12H17Cl9,13478594,516.813344,pork-2_RC1_01_3319
C12H17Cl9,29157162,516.813344,pork-3_RC2_01_3320
C12H16Cl10,0,546.780201,Blank_procedure_RB7_01_3317
C12H16Cl10,#N/A,546.780201,Cal_A_1_RA3_01_3342
C12H16Cl10,666626,546.780201,Cal_A_2_RA4_01_3343
C12H16Cl10,4896393,546.780201,Cal_A_3_RA5_01_3344
C12H16Cl10,909451,546.780201,Cal_B_1_RA6_01_3345
C12H16Cl10,12831605,546.780201,Cal_B_2_RA7_01_3346
C12H16Cl10,19986926,546.780201,Cal_B_3_RA8_01_3347
C12H16Cl10,9310657,546.780201,Cal_C_1_RB1_01_3348
C12H16Cl10,29648844,546.780201,Cal_C_2_RB2_01_3349
C12H16Cl10,42283980,546.780201,Cal_C_3_RB3_01_3350
C12H16Cl10,8409275,546.780201,Lard-B_RC3_01_3321
C12H16Cl10,8272947,546.780201,Lard-D_RC4_01_3322
C12H16Cl10,0,546.780201,pork-1_RB8_01_3318
C12H16Cl10,#N/A,546.780201,pork-2_RC1_01_3319
C12H16Cl10,0,546.780201,pork-3_RC2_01_3320
C12H16Cl10,0,548.777278,Blank_procedure_RB7_01_3317
C12H16Cl10,#N/A,548.777278,Cal_A_1_RA3_01_3342
C12H16Cl10,3430700,548.777278,Cal_A_2_RA4_01_3343
C12H16Cl10,15482092,548.777278,Cal_A_3_RA5_01_3344
C12H16Cl10,1725002,548.777278,Cal_B_1_RA6_01_3345
C12H16Cl10,24049886,548.777278,Cal_B_2_RA7_01_3346
C12H16Cl10,35953852,548.777278,Cal_B_3_RA8_01_3347
C12H16Cl10,17147050,548.777278,Cal_C_1_RB1_01_3348
C12H16Cl10,50708072,548.777278,Cal_C_2_RB2_01_3349
C12H16Cl10,70965376,548.777278,Cal_C_3_RB3_01_3350
C12H16Cl10,17560840,548.777278,Lard-B_RC3_01_3321
C12H16Cl10,16929380,548.777278,Lard-D_RC4_01_3322
C12H16Cl10,90219,548.777278,pork-1_RB8_01_3318
C12H16Cl10,#N/A,548.777278,pork-2_RC1_01_3319
C12H16Cl10,267547,548.777278,pork-3_RC2_01_3320
C12H16Cl10,101348,550.774361,Blank_procedure_RB7_01_3317
C12H16Cl10,#N/A,550.774361,Cal_A_1_RA3_01_3342
C12H16Cl10,3438140,550.774361,Cal_A_2_RA4_01_3343
C12H16Cl10,13443725,550.774361,Cal_A_3_RA5_01_3344
C12H16Cl10,3398408,550.774361,Cal_B_1_RA6_01_3345
C12H16Cl10,22432564,550.774361,Cal_B_2_RA7_01_3346
C12H16Cl10,34747316,550.774361,Cal_B_3_RA8_01_3347
C12H16Cl10,16474492,550.774361,Cal_C_1_RB1_01_3348
C12H16Cl10,50265980,550.774361,Cal_C_2_RB2_01_3349
C12H16Cl10,72546608,550.774361,Cal_C_3_RB3_01_3350
C12H16Cl10,17556134,550.774361,Lard-B_RC3_01_3321
C12H16Cl10,16242795,550.774361,Lard-D_RC4_01_3322
C12H16Cl10,180358,550.774361,pork-1_RB8_01_3318
C12H16Cl10,#N/A,550.774361,pork-2_RC1_01_3319
C12H16Cl10,337489,550.774361,pork-3_RC2_01_3320
C12H16Cl10,0,552.771452,Blank_procedure_RB7_01_3317
C12H16Cl10,#N/A,552.771452,Cal_A_1_RA3_01_3342
C12H16Cl10,277416,552.771452,Cal_A_2_RA4_01_3343
C12H16Cl10,6690177,552.771452,Cal_A_3_RA5_01_3344
C12H16Cl10,283634,552.771452,Cal_B_1_RA6_01_3345
C12H16Cl10,11503819,552.771452,Cal_B_2_RA7_01_3346
C12H16Cl10,20299196,552.771452,Cal_B_3_RA8_01_3347
C12H16Cl10,7582066,552.771452,Cal_C_1_RB1_01_3348
C12H16Cl10,30968078,552.771452,Cal_C_2_RB2_01_3349
C12H16Cl10,44730872,552.771452,Cal_C_3_RB3_01_3350
C12H16Cl10,9461768,552.771452,Lard-B_RC3_01_3321
C12H16Cl10,7064805,552.771452,Lard-D_RC4_01_3322
C12H16Cl10,0,552.771452,pork-1_RB8_01_3318
C12H16Cl10,#N/A,552.771452,pork-2_RC1_01_3319
C12H16Cl10,0,552.771452,pork-3_RC2_01_3320
C12H15Cl11,85530,580.741226,Blank_procedure_RB7_01_3317
C12H15Cl11,#N/A,580.741226,Cal_A_1_RA3_01_3342
C12H15Cl11,0,580.741226,Cal_A_2_RA4_01_3343
C12H15Cl11,0,580.741226,Cal_A_3_RA5_01_3344
C12H15Cl11,0,580.741226,Cal_B_1_RA6_01_3345
C12H15Cl11,485383,580.741226,Cal_B_2_RA7_01_3346
C12H15Cl11,2776475,580.741226,Cal_B_3_RA8_01_3347
C12H15Cl11,0,580.741226,Cal_C_1_RB1_01_3348
C12H15Cl11,1069403,580.741226,Cal_C_2_RB2_01_3349
C12H15Cl11,5420361,580.741226,Cal_C_3_RB3_01_3350
C12H15Cl11,99660,580.741226,Lard-B_RC3_01_3321
C12H15Cl11,201655,580.741226,Lard-D_RC4_01_3322
C12H15Cl11,#N/A,580.741226,pork-1_RB8_01_3318
C12H15Cl11,#N/A,580.741226,pork-2_RC1_01_3319
C12H15Cl11,#N/A,580.741226,pork-3_RC2_01_3320
C12H15Cl11,0,582.738301,Blank_procedure_RB7_01_3317
C12H15Cl11,#N/A,582.738301,Cal_A_1_RA3_01_3342
C12H15Cl11,0,582.738301,Cal_A_2_RA4_01_3343
C12H15Cl11,592986,582.738301,Cal_A_3_RA5_01_3344
C12H15Cl11,0,582.738301,Cal_B_1_RA6_01_3345
C12H15Cl11,4910804,582.738301,Cal_B_2_RA7_01_3346
C12H15Cl11,9941689,582.738301,Cal_B_3_RA8_01_3347
C12H15Cl11,84705,582.738301,Cal_C_1_RB1_01_3348
C12H15Cl11,10778266,582.738301,Cal_C_2_RB2_01_3349
C12H15Cl11,18666722,582.738301,Cal_C_3_RB3_01_3350
C12H15Cl11,3392350,582.738301,Lard-B_RC3_01_3321
C12H15Cl11,735441,582.738301,Lard-D_RC4_01_3322
C12H15Cl11,#N/A,582.738301,pork-1_RB8_01_3318
C12H15Cl11,#N/A,582.738301,pork-2_RC1_01_3319
C12H15Cl11,#N/A,582.738301,pork-3_RC2_01_3320
C12H15Cl11,0,584.735381,Blank_procedure_RB7_01_3317
C12H15Cl11,#N/A,584.735381,Cal_A_1_RA3_01_3342
C12H15Cl11,133356,584.735381,Cal_A_2_RA4_01_3343
C12H15Cl11,742420,584.735381,Cal_A_3_RA5_01_3344
C12H15Cl11,105831,584.735381,Cal_B_1_RA6_01_3345
C12H15Cl11,5959130,584.735381,Cal_B_2_RA7_01_3346
C12H15Cl11,3792033,584.735381,Cal_B_3_RA8_01_3347
C12H15Cl11,97724,584.735381,Cal_C_1_RB1_01_3348
C12H15Cl11,14095493,584.735381,Cal_C_2_RB2_01_3349
C12H15Cl11,23936050,584.735381,Cal_C_3_RB3_01_3350
C12H15Cl11,3470100,584.735381,Lard-B_RC3_01_3321
C12H15Cl11,1506300,584.735381,Lard-D_RC4_01_3322
C12H15Cl11,#N/A,584.735381,pork-1_RB8_01_3318
C12H15Cl11,#N/A,584.735381,pork-2_RC1_01_3319
C12H15Cl11,#N/A,584.735381,pork-3_RC2_01_3320
C12H15Cl11,0,586.732466,Blank_procedure_RB7_01_3317
C12H15Cl11,#N/A,586.732466,Cal_A_1_RA3_01_3342
C12H15Cl11,0,586.732466,Cal_A_2_RA4_01_3343
C12H15Cl11,279498,586.732466,Cal_A_3_RA5_01_3344
C12H15Cl11,0,586.732466,Cal_B_1_RA6_01_3345
C12H15Cl11,979313,586.732466,Cal_B_2_RA7_01_3346
C12H15Cl11,5973540,586.732466,Cal_B_3_RA8_01_3347
C12H15Cl11,89984,586.732466,Cal_C_1_RB1_01_3348
C12H15Cl11,9131998,586.732466,Cal_C_2_RB2_01_3349
C12H15Cl11,15218524,586.732466,Cal_C_3_RB3_01_3350
C12H15Cl11,1202405,586.732466,Lard-B_RC3_01_3321
C12H15Cl11,933647,586.732466,Lard-D_RC4_01_3322
C12H15Cl11,#N/A,586.732466,pork-1_RB8_01_3318
C12H15Cl11,#N/A,586.732466,pork-2_RC1_01_3319
C12H15Cl11,#N/A,586.732466,pork-3_RC2_01_3320
C12H14Cl12,#N/A,616.699325,Blank_procedure_RB7_01_3317
C12H14Cl12,#N/A,616.699325,Cal_A_1_RA3_01_3342
C12H14Cl12,#N/A,616.699325,Cal_A_2_RA4_01_3343
C12H14Cl12,293444,616.699325,Cal_A_3_RA5_01_3344
C12H14Cl12,#N/A,616.699325,Cal_B_1_RA6_01_3345
C12H14Cl12,195807,616.699325,Cal_B_2_RA7_01_3346
C12H14Cl12,3657742,616.699325,Cal_B_3_RA8_01_3347
C12H14Cl12,#N/A,616.699325,Cal_C_1_RB1_01_3348
C12H14Cl12,272582,616.699325,Cal_C_2_RB2_01_3349
C12H14Cl12,2952333,616.699325,Cal_C_3_RB3_01_3350
C12H14Cl12,#N/A,616.699325,Lard-B_RC3_01_3321
C12H14Cl12,#N/A,616.699325,Lard-D_RC4_01_3322
C12H14Cl12,#N/A,616.699325,pork-1_RB8_01_3318
C12H14Cl12,0,616.699325,pork-2_RC1_01_3319
C12H14Cl12,0,616.699325,pork-3_RC2_01_3320
C12H14Cl12,#N/A,618.696401,Blank_procedure_RB7_01_3317
C12H14Cl12,#N/A,618.696401,Cal_A_1_RA3_01_3342
C12H14Cl12,#N/A,618.696401,Cal_A_2_RA4_01_3343
C12H14Cl12,676211,618.696401,Cal_A_3_RA5_01_3344
C12H14Cl12,#N/A,618.696401,Cal_B_1_RA6_01_3345
C12H14Cl12,200943,618.696401,Cal_B_2_RA7_01_3346
C12H14Cl12,6696233,618.696401,Cal_B_3_RA8_01_3347
C12H14Cl12,#N/A,618.696401,Cal_C_1_RB1_01_3348
C12H14Cl12,830032,618.696401,Cal_C_2_RB2_01_3349
C12H14Cl12,7029138,618.696401,Cal_C_3_RB3_01_3350
C12H14Cl12,#N/A,618.696401,Lard-B_RC3_01_3321
C12H14Cl12,#N/A,618.696401,Lard-D_RC4_01_3322
C12H14Cl12,#N/A,618.696401,pork-1_RB8_01_3318
C12H14Cl12,0,618.696401,pork-2_RC1_01_3319
C12H14Cl12,85404,618.696401,pork-3_RC2_01_3320
C12H14Cl12,#N/A,620.693483,Blank_procedure_RB7_01_3317
C12H14Cl12,#N/A,620.693483,Cal_A_1_RA3_01_3342
C12H14Cl12,#N/A,620.693483,Cal_A_2_RA4_01_3343
C12H14Cl12,87082,620.693483,Cal_A_3_RA5_01_3344
C12H14Cl12,#N/A,620.693483,Cal_B_1_RA6_01_3345
C12H14Cl12,0,620.693483,Cal_B_2_RA7_01_3346
C12H14Cl12,2947894,620.693483,Cal_B_3_RA8_01_3347
C12H14Cl12,#N/A,620.693483,Cal_C_1_RB1_01_3348
C12H14Cl12,486444,620.693483,Cal_C_2_RB2_01_3349
C12H14Cl12,2110663,620.693483,Cal_C_3_RB3_01_3350
C12H14Cl12,#N/A,620.693483,Lard-B_RC3_01_3321
C12H14Cl12,#N/A,620.693483,Lard-D_RC4_01_3322
C12H14Cl12,#N/A,620.693483,pork-1_RB8_01_3318
C12H14Cl12,81035,620.693483,pork-2_RC1_01_3319
C12H14Cl12,0,620.693483,pork-3_RC2_01_3320
C13H24Cl4,21106470,355.032613,Blank_procedure_RB7_01_3317
C13H24Cl4,126263928,355.032613,Cal_A_1_RA3_01_3342
C13H24Cl4,219981008,355.032613,Cal_A_2_RA4_01_3343
C13H24Cl4,333864480,355.032613,Cal_A_3_RA5_01_3344
C13H24Cl4,104600776,355.032613,Cal_B_1_RA6_01_3345
C13H24Cl4,113048688,355.032613,Cal_B_2_RA7_01_3346
C13H24Cl4,189613888,355.032613,Cal_B_3_RA8_01_3347
C13H24Cl4,8189001,355.032613,Cal_C_1_RB1_01_3348
C13H24Cl4,3742147,355.032613,Cal_C_2_RB2_01_3349
C13H24Cl4,3588854,355.032613,Cal_C_3_RB3_01_3350
C13H24Cl4,17681364,355.032613,Lard-B_RC3_01_3321
C13H24Cl4,16755710,355.032613,Lard-D_RC4_01_3322
C13H24Cl4,40882668,355.032613,pork-1_RB8_01_3318
C13H24Cl4,36227912,355.032613,pork-2_RC1_01_3319
C13H24Cl4,36778608,355.032613,pork-3_RC2_01_3320
C13H24Cl4,38037608,357.029723,Blank_procedure_RB7_01_3317
C13H24Cl4,214244560,357.029723,Cal_A_1_RA3_01_3342
C13H24Cl4,391976736,357.029723,Cal_A_2_RA4_01_3343
C13H24Cl4,584960448,357.029723,Cal_A_3_RA5_01_3344
C13H24Cl4,176435200,357.029723,Cal_B_1_RA6_01_3345
C13H24Cl4,190145904,357.029723,Cal_B_2_RA7_01_3346
C13H24Cl4,311980192,357.029723,Cal_B_3_RA8_01_3347
C13H24Cl4,16931394,357.029723,Cal_C_1_RB1_01_3348
C13H24Cl4,9282917,357.029723,Cal_C_2_RB2_01_3349
C13H24Cl4,9986148,357.029723,Cal_C_3_RB3_01_3350
C13H24Cl4,33113820,357.029723,Lard-B_RC3_01_3321
C13H24Cl4,30521938,357.029723,Lard-D_RC4_01_3322
C13H24Cl4,71829776,357.029723,pork-1_RB8_01_3318
C13H24Cl4,64991524,357.029723,pork-2_RC1_01_3319
C13H24Cl4,64826988,357.029723,pork-3_RC2_01_3320
C13H24Cl4,24931490,359.026862,Blank_procedure_RB7_01_3317
C13H24Cl4,137058720,359.026862,Cal_A_1_RA3_01_3342
C13H24Cl4,269979200,359.026862,Cal_A_2_RA4_01_3343
C13H24Cl4,380789248,359.026862,Cal_A_3_RA5_01_3344
C13H24Cl4,113620528,359.026862,Cal_B_1_RA6_01_3345
C13H24Cl4,121996480,359.026862,Cal_B_2_RA7_01_3346
C13H24Cl4,207232384,359.026862,Cal_B_3_RA8_01_3347
C13H24Cl4,9752237,359.026862,Cal_C_1_RB1_01_3348
C13H24Cl4,4162991,359.026862,Cal_C_2_RB2_01_3349
C13H24Cl4,4470786,359.026862,Cal_C_3_RB3_01_3350
C13H24Cl4,21221518,359.026862,Lard-B_RC3_01_3321
C13H24Cl4,20606574,359.026862,Lard-D_RC4_01_3322
C13H24Cl4,48670872,359.026862,pork-1_RB8_01_3318
C13H24Cl4,44709344,359.026862,pork-2_RC1_01_3319
C13H24Cl4,44750104,359.026862,pork-3_RC2_01_3320
C13H23Cl5,83757216,388.99364,Blank_procedure_RB7_01_3317
C13H23Cl5,198619728,388.99364,Cal_A_1_RA3_01_3342
C13H23Cl5,541211328,388.99364,Cal_A_2_RA4_01_3343
C13H23Cl5,816854976,388.99364,Cal_A_3_RA5_01_3344
C13H23Cl5,375017824,388.99364,Cal_B_1_RA6_01_3345
C13H23Cl5,636129536,388.99364,Cal_B_2_RA7_01_3346
C13H23Cl5,955658560,388.99364,Cal_B_3_RA8_01_3347
C13H23Cl5,88355992,388.99364,Cal_C_1_RB1_01_3348
C13H23Cl5,87964096,388.99364,Cal_C_2_RB2_01_3349
C13H23Cl5,116725960,388.99364,Cal_C_3_RB3_01_3350
C13H23Cl5,84154232,388.99364,Lard-B_RC3_01_3321
C13H23Cl5,89146032,388.99364,Lard-D_RC4_01_3322
C13H23Cl5,192445824,388.99364,pork-1_RB8_01_3318
C13H23Cl5,197783008,388.99364,pork-2_RC1_01_3319
C13H23Cl5,183690592,388.99364,pork-3_RC2_01_3320
C13H23Cl5,181918816,390.99074,Blank_procedure_RB7_01_3317
C13H23Cl5,397245632,390.99074,Cal_A_1_RA3_01_3342
C13H23Cl5,1146548096,390.99074,Cal_A_2_RA4_01_3343
C13H23Cl5,1716236416,390.99074,Cal_A_3_RA5_01_3344
C13H23Cl5,788650560,390.99074,Cal_B_1_RA6_01_3345
C13H23Cl5,1284145664,390.99074,Cal_B_2_RA7_01_3346
C13H23Cl5,2011273088,390.99074,Cal_B_3_RA8_01_3347
C13H23Cl5,209617184,390.99074,Cal_C_1_RB1_01_3348
C13H23Cl5,205047328,390.99074,Cal_C_2_RB2_01_3349
